timestamp,speed,speed_true,dt
2025-01-02 01:57:32,0.0,0.0514444,118.0
2025-01-02 01:58:33,3.430098108016463,0.0514444,61.0
2025-01-02 01:59:34,1.5240926304873914,0.0514444,61.0
2025-01-02 02:00:32,0.0,0.0514444,58.0
2025-01-02 02:01:33,0.0,0.0,61.0
2025-01-02 02:02:34,3.4878582588861122,0.0514444,61.0
2025-01-02 02:04:32,0.0,0.0,118.0
2025-01-02 02:05:33,0.0,0.0,61.0
2025-01-02 02:06:34,1.5853000480144603,0.0514444,61.0
2025-01-02 02:08:32,3.6596286095089092,0.0,118.0
2025-01-02 02:09:33,2.0764092277657773,0.0,61.0
2025-01-02 02:10:34,0.8973080800785393,0.0514444,61.0
2025-01-02 02:12:32,0.943575912497929,0.0514444,118.0
2025-01-02 02:13:33,1.3315677381704616,0.0514444,61.0
2025-01-02 02:14:34,1.1898372846801477,0.0514444,61.0
2025-01-02 02:16:32,0.4217871359540637,0.0,118.0
2025-01-02 02:17:33,0.2077460559278141,0.0514444,61.0
2025-01-02 02:18:34,0.0,0.0514444,61.0
2025-01-02 02:20:32,0.0,0.0514444,118.0
2025-01-02 02:21:33,0.0,0.0514444,61.0
2025-01-02 02:22:34,0.0,0.0514444,61.0
2025-01-02 02:24:32,0.0,0.0514444,118.0
2025-01-02 02:25:33,0.0,0.0514444,61.0
2025-01-02 02:26:34,0.0,0.0,61.0
2025-01-02 02:28:32,0.3212856267302177,0.0514444,118.0
2025-01-02 02:29:33,3.166319308896203,0.0514444,61.0
2025-01-02 02:30:34,1.3774749090034695,0.0,61.0
2025-01-02 02:32:32,0.0,0.0514444,118.0
2025-01-02 02:33:33,0.0,0.0514444,61.0
2025-01-02 02:34:34,1.462601181982324,0.0514444,61.0
2025-01-02 02:36:32,0.0,0.0514444,118.0
2025-01-02 02:37:33,0.0,0.0514444,61.0
2025-01-02 02:38:34,0.8765225485368278,0.0514444,61.0
2025-01-02 02:40:32,0.0,0.1028888,118.0
2025-01-02 02:41:33,0.2267758374065428,0.0514444,61.0
2025-01-02 02:42:34,0.0,0.1028888,61.0
2025-01-02 02:44:32,0.0,0.1028888,118.0
2025-01-02 02:45:33,0.5311173012138055,0.0514444,61.0
2025-01-02 02:46:34,0.0,0.0514444,61.0
2025-01-02 02:48:32,0.7121565069405984,0.0514444,118.0
2025-01-02 02:49:33,0.07343210160997818,0.1028888,61.0
2025-01-02 02:50:34,0.9316237316257217,0.1028888,61.0
2025-01-02 02:52:32,0.43876000109699215,0.1028888,118.0
2025-01-02 02:53:33,2.0976550449607663,0.0514444,61.0
2025-01-02 02:54:34,0.2907255539718609,0.1028888,61.0
2025-01-02 02:56:32,0.0,0.1028888,118.0
2025-01-02 02:57:33,0.23489065454842567,0.0514444,61.0
2025-01-02 02:58:34,0.9178358435545818,0.1028888,61.0
2025-01-02 03:00:32,0.1761789054885565,0.1028888,118.0
2025-01-02 03:01:33,0.16377633680582357,0.1028888,61.0
2025-01-02 03:02:34,0.0,0.0514444,61.0
2025-01-02 03:04:32,0.0,0.1028888,118.0
2025-01-02 03:05:33,0.0,0.1028888,61.0
2025-01-02 03:06:34,2.7272539147804093,0.1028888,61.0
2025-01-02 03:08:32,0.0,0.0514444,118.0
2025-01-02 03:09:33,0.0,0.1028888,61.0
2025-01-02 03:10:34,0.0,0.1028888,61.0
2025-01-02 03:12:32,1.3938309654166618,0.0514444,118.0
2025-01-02 03:13:33,0.0,0.1028888,61.0
2025-01-02 03:14:34,1.9745019090106006,0.1028888,61.0
2025-01-02 03:16:32,0.0,0.0514444,118.0
2025-01-02 03:17:33,0.521380043335703,0.1028888,61.0
2025-01-02 03:18:34,0.0,0.0514444,61.0
2025-01-02 03:20:32,3.2691680916600823,0.0514444,118.0
2025-01-02 03:21:33,0.0,0.0514444,61.0
2025-01-02 03:22:34,0.5161754653405413,0.0514444,61.0
2025-01-02 03:24:32,1.0535541213981476,0.1028888,118.0
2025-01-02 03:25:33,0.6721430461772473,0.0514444,61.0
2025-01-02 03:26:34,0.0,0.0514444,61.0
2025-01-02 03:28:32,0.0,0.0514444,118.0
2025-01-02 03:29:33,0.1171616079686644,0.0514444,61.0
2025-01-02 03:30:34,0.0,0.0514444,61.0
2025-01-02 03:32:32,1.4972630751923646,0.0514444,118.0
2025-01-02 03:33:33,3.3672289023870268,0.0514444,61.0
2025-01-02 03:34:34,0.0,0.0514444,61.0
2025-01-02 03:36:32,0.0,0.0514444,118.0
2025-01-02 03:37:33,0.0,0.0514444,61.0
2025-01-02 03:38:34,3.921008406481478,0.0514444,61.0
2025-01-02 03:40:32,0.0,0.0514444,118.0
2025-01-02 03:41:33,2.510119608166101,0.0514444,61.0
2025-01-02 03:42:34,2.567995621114661,0.0514444,61.0
2025-01-02 03:44:32,0.0,0.0,118.0
2025-01-02 03:45:33,0.904919018777913,0.0514444,61.0
2025-01-02 03:46:34,2.494039334692807,0.0514444,61.0
2025-01-02 03:48:32,0.0,0.0514444,118.0
2025-01-02 03:49:33,0.0,0.0514444,61.0
2025-01-02 03:50:34,0.0,0.0514444,61.0
2025-01-02 03:52:32,0.0,0.0514444,118.0
2025-01-02 03:53:33,0.0,0.0514444,61.0
2025-01-02 03:54:34,0.0,0.0514444,61.0
2025-01-02 03:56:32,0.10256960238883911,0.0514444,118.0
2025-01-02 03:57:33,0.0,0.0514444,61.0
2025-01-02 03:58:34,0.40212326768612155,0.0514444,61.0
2025-01-02 03:59:35,0.0,0.0514444,61.0
2025-01-02 04:00:32,0.5477647483216856,0.0514444,57.0
2025-01-02 04:01:33,1.301737842413387,0.0514444,61.0
2025-01-02 04:02:34,0.0,0.0514444,61.0
2025-01-02 04:04:32,0.6125292547713581,0.0514444,118.0
2025-01-02 04:05:33,1.8929478887099382,0.0514444,61.0
2025-01-02 04:06:34,0.0,0.0514444,61.0
2025-01-02 04:08:32,2.5603029802565547,0.0514444,118.0
2025-01-02 04:09:33,0.6799729140490678,0.0514444,61.0
2025-01-02 04:10:34,0.0,0.0514444,61.0
2025-01-02 04:12:32,0.0,0.0,118.0
2025-01-02 04:13:33,0.8889347687825837,0.0514444,61.0
2025-01-02 04:14:34,0.11400808711861725,0.0,61.0
2025-01-02 04:16:32,0.8595783886695538,0.0514444,118.0
2025-01-02 04:17:33,0.0,0.0,61.0
2025-01-02 04:18:34,0.305485636054117,0.0514444,61.0
2025-01-02 04:20:32,0.0,0.0514444,118.0
2025-01-02 04:21:33,0.0,0.0514444,61.0
2025-01-02 04:22:34,0.0,0.0514444,61.0
